SOC_pct,OCV_discharge_V,OCV_charge_V,OCV_avg_V
0.0,3.0,,3.0
1.0,3.1968063265806244,,3.1968063265806244
2.0,3.273335374690176,,3.273335374690176
3.0,3.332995873339741,,3.332995873339741
4.0,3.3799641012470913,,3.3799641012470913
5.0,3.4106799413292355,,3.4106799413292355
6.0,3.424823425981263,,3.424823425981263
7.0,3.4345708305813933,,3.4345708305813933
8.0,3.442362186145691,,3.442362186145691
9.0,3.4483907096186313,,3.4483907096186313
10.0,3.4551315782886842,,3.4551315782886842
11.0,3.460131443107476,,3.460131443107476
12.0,3.4650655369831522,,3.4650655369831522
13.0,3.469999730159803,,3.469999730159803
14.0,3.474933694867735,,3.474933694867735
15.0,3.4817796051484358,,3.4817796051484358
16.0,3.4936037106718745,,3.4936037106718745
17.0,3.5054719349736705,,3.5054719349736705
18.0,3.515450058311296,,3.515450058311296
19.0,3.52534012404799,,3.52534012404799
20.0,3.534340253770712,,3.534340253770712
21.0,3.5422523947896662,,3.5422523947896662
22.0,3.549164473898825,,3.549164473898825
23.0,3.5553073865522014,,3.5553073865522014
24.0,3.5612414060581434,,3.5612414060581434
25.0,3.5671754761324106,,3.5671754761324106
26.0,3.5731095362251115,,3.5731095362251115
27.0,3.5780436007369096,,3.5780436007369096
28.0,3.5829776791379495,,3.5829776791379495
29.0,3.5872745006977653,,3.5872745006977653
30.0,3.591208555653507,,3.591208555653507
31.0,3.595164617420342,,3.595164617420342
32.0,3.599120654727402,,3.599120654727402
33.0,3.6030766917553003,,3.6030766917553003
34.0,3.607032765124501,,3.607032765124501
35.0,3.609988844630001,,3.609988844630001
36.0,3.6139448977434716,,3.6139448977434716
37.0,3.6169009623094817,,3.6169009623094817
38.0,3.620856998854893,,3.620856998854893
39.0,3.6238130353141957,,3.6238130353141957
40.0,3.6273735600315753,,3.6273735600315753
41.0,3.630703177499709,,3.630703177499709
42.0,3.6346592438964684,,3.6346592438964684
43.0,3.6383076485126398,,3.6383076485126398
44.0,3.6415713464648243,,3.6415713464648243
45.0,3.6455274216148457,,3.6455274216148457
46.0,3.6494834746631213,,3.6494834746631213
47.0,3.653439503972902,,3.653439503972902
48.0,3.6583955464580766,,3.6583955464580766
49.0,3.6623516086527927,,3.6623516086527927
50.0,3.6672856822407582,,3.6672856822407582
51.0,3.6722417205322193,,3.6722417205322193
52.0,3.6772966663701405,,3.6772966663701405
53.0,3.6822307459444845,,3.6822307459444845
54.0,3.6881648351217122,,3.6881648351217122
55.0,3.694098920759473,,3.694098920759473
56.0,3.7000329666189486,,3.7000329666189486
57.0,3.70596700046573,,3.70596700046573
58.0,3.7128680728845302,,3.7128680728845302
59.0,3.719780146612305,,3.719780146612305
60.0,3.726652083896939,,3.726652083896939
61.0,3.734560323893141,,3.734560323893141
62.0,3.742472426303859,,3.742472426303859
63.0,3.751230578803522,,3.751230578803522
64.0,3.7611206730693807,,3.7611206730693807
65.0,3.7718128676952887,,3.7718128676952887
66.0,3.782900877566558,,3.782900877566558
67.0,3.7955492021277797,,3.7955492021277797
68.0,3.8074173467246575,,3.8074173467246575
69.0,3.818285529865741,,3.818285529865741
70.0,3.8294237775071527,,3.8294237775071527
71.0,3.839296581647561,,3.839296581647561
72.0,3.8501866865387977,,3.8501866865387977
73.0,3.8600767747139013,,3.8600767747139013
74.0,3.8699668408366605,,3.8699668408366605
75.0,3.8798569654995565,,3.8798569654995565
76.0,3.8897470573008683,,3.8897470573008683
77.0,3.8996371653268054,,3.8996371653268054
78.0,3.9105273017383353,,3.9105273017383353
79.0,3.9204174378226075,,3.9204174378226075
80.0,3.931282465163757,,3.931282465163757
81.0,3.9415712849676217,,3.9415712849676217
82.0,3.9520328449283926,,3.9520328449283926
83.0,3.96292297005103,,3.96292297005103
84.0,3.9738130998238166,,3.9738130998238166
85.0,3.98470328028584,,3.98470328028584
86.0,3.995912017430144,,3.995912017430144
87.0,4.006780112001454,,4.006780112001454
88.0,4.018648277605177,,4.018648277605177
89.0,4.030263734227114,,4.030263734227114
90.0,4.041369543900306,,4.041369543900306
91.0,4.0531867501739045,,4.0531867501739045
92.0,4.0652307217860955,,4.0652307217860955
93.0,4.077923040897033,,4.077923040897033
94.0,4.089791172592648,,4.089791172592648
95.0,4.102659359681633,,4.102659359681633
96.0,4.114615387412957,,4.114615387412957
97.0,4.12846154213798,,4.12846154213798
98.0,4.141351698196934,,4.141351698196934
99.0,4.156175875269873,,4.156175875269873
100.0,4.187,,4.187
